Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJmm-1),Interpass temperature (°C),Type of weld,Post weld heat treatment temperature (°C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (°C),Charpy impact toughness (J),Hardness (kgmm-2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Power (W)
0.11,0.18,0.7,0.009529126213592233,0.01295249695493301,0.13,2.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,200.0,0.0,0.0,0.0,535.0,63.0,AC,0,1.8,225,TSA,690.0,24.0,606.0,707.0,22.0,63.0,,,,,,,,,,33705.0
0.1,0.17,0.67,0.009529126213592233,0.01295249695493301,0.14,2.31,0.29,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,240.0,0.0,0.0,0.0,535.0,63.0,AC,0,1.8,225,TSA,690.0,24.0,596.0,703.0,20.0,62.0,,,,,,,,,,33705.0
0.11,0.17,0.65,0.009529126213592233,0.01295249695493301,0.02,2.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,0.0,535.0,63.0,AC,0,1.8,225,TSA,690.0,24.0,597.0,700.0,22.0,58.0,,,,,,,,,,33705.0
0.1,0.16,0.61,0.009529126213592233,0.01295249695493301,0.02,2.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,260.0,0.0,0.0,0.0,535.0,63.0,AC,0,1.8,225,TSA,690.0,24.0,608.0,702.0,21.0,60.0,,,,,,,,,,33705.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,440.0,540.0,24.0,67.0,,,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,-80.0,9.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,-70.0,9.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,-60.0,9.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,-40.0,19.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,-30.0,28.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,-20.0,43.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,0.0,117.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,20.0,179.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,40.0,204.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,60.0,210.0,,,,,,,,8400.0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300.0,28.0,DC,+,2.04,150,FCA,690.0,10.0,,,,,70.0,210.0,,,,,,,,8400.0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,506.0,598.0,22.0,70.0,,,,,,,,,,8400.0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,-70.0,6.0,,,,,,,,8400.0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,-60.0,6.0,,,,,,,,8400.0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,-40.0,15.0,,,,,,,,8400.0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,-20.0,68.0,,,,,,,,8400.0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,0.0,120.0,,,,,,,,8400.0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,20.0,151.0,,,,,,,,8400.0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,40.0,160.0,,,,,,,,8400.0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,60.0,164.0,,,,,,,,8400.0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300.0,20.0,DC,+,2.08,150,FCA,690.0,10.0,505.0,600.0,19.0,69.0,,,,,,,,,,6000.0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300.0,20.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,-70.0,3.0,,,,,,,,6000.0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300.0,20.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,-60.0,3.0,,,,,,,,6000.0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300.0,20.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,-20.0,9.0,,,,,,,,6000.0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300.0,20.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,0.0,12.0,,,,,,,,6000.0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300.0,20.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,10.0,43.0,,,,,,,,6000.0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300.0,20.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,20.0,65.0,,,,,,,,6000.0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300.0,20.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,30.0,65.0,,,,,,,,6000.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,520.0,620.0,20.0,54.0,,,,,,,,,,8400.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,-80.0,6.0,,,,,,,,8400.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,-70.0,6.0,,,,,,,,8400.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,-60.0,12.0,,,,,,,,8400.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,-40.0,49.0,,,,,,,,8400.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,-20.0,96.0,,,,,,,,8400.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,0.0,123.0,,,,,,,,8400.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,20.0,139.0,,,,,,,,8400.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,40.0,135.0,,,,,,,,8400.0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300.0,28.0,DC,+,1.96,150,FCA,690.0,10.0,,,,,60.0,148.0,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,537.0,620.0,11.0,24.0,,,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,-70.0,9.0,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,-60.0,9.0,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,-40.0,12.0,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,-20.0,22.0,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,0.0,46.0,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,20.0,96.0,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,40.0,154.0,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,60.0,164.0,,,,,,,,8400.0
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300.0,28.0,DC,+,2.08,150,FCA,690.0,10.0,,,,,70.0,167.0,,,,,,,,8400.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,595.0,675.0,24.0,69.0,,,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,-70.0,3.0,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,-60.0,3.0,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,-40.0,6.0,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,-20.0,12.0,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,0.0,31.0,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,20.0,52.0,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,40.0,80.0,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,50.0,93.0,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,60.0,99.0,,,,,,,,8410.0
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,70.0,105.0,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,643.0,708.0,16.0,32.0,,,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,-70.0,6.0,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,-60.0,9.0,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,-40.0,19.0,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,-20.0,37.0,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,0.0,56.0,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,20.0,62.0,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,40.0,68.0,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,60.0,68.0,,,,,,,,8410.0
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,0.0,0.0,0.0,408.0,0.0,269.0,0.0,0.0,0.0,0.008,0.31,0.008,290.0,29.0,DC,+,2.0,150,FCA,690.0,10.0,,,,,70.0,71.0,,,,,,,,8410.0
0.055,0.37,0.82,0.021,0.008,0.086,2.5,0.99,0.01,0.51,0.0,0.0,694.0,50.0,160.0,130.0,0.0,0.0,50.0,50.0,9.0,,,DC,+,3.6,177,TSA,0.0,0.0,740.0,901.0,15.0,41.8,,,,,,,,,,
0.055,0.37,0.82,0.021,0.008,0.086,2.5,0.99,0.01,0.51,0.0,0.0,694.0,50.0,160.0,130.0,0.0,0.0,50.0,50.0,9.0,,,DC,+,3.6,177,TSA,482.0,4.5,776.0,909.0,16.8,43.0,,,,,,,,,,
0.055,0.37,0.82,0.021,0.008,0.086,2.5,0.99,0.01,0.51,0.0,0.0,694.0,50.0,160.0,130.0,0.0,0.0,50.0,50.0,9.0,,,DC,+,3.6,177,TSA,593.0,4.5,719.0,811.0,16.0,44.6,,,,,,,,,,
0.055,0.37,0.82,0.021,0.008,0.086,2.5,0.99,0.01,0.51,0.0,0.0,694.0,50.0,160.0,130.0,0.0,0.0,50.0,50.0,9.0,,,DC,+,3.6,177,TSA,704.0,4.5,457.0,569.0,25.8,67.0,,,,,,,,,,
0.13,0.17,0.73,0.003,0.008,0.06,2.3,1.0,0.021,0.08,0.0,0.0,0.0,10.0,0.0,140.0,0.0,10.0,10.0,50.0,20.0,450.0,26.0,DC,+,2.8,225,,690.0,14.0,437.0,585.0,23.0,,,,,,,,,,,11700.0
0.11,0.27,0.65,0.005,0.007,0.02,2.47,1.12,0.012,0.17,0.0,0.0,0.0,10.0,0.0,60.0,0.0,30.0,10.0,30.0,10.0,277.5,27.0,DC,+,1.85,175,,690.0,14.0,431.0,570.0,28.0,,,,,,,,,,,7492.5
0.069,0.53,0.58,0.018,0.014,0.0,2.6,1.1,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,593.0,698.0,17.0,67.0,,,231.0,,,,,,,5625.0
0.05,0.45,0.73,0.015,0.018,0.0,2.8,1.1,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,591.0,705.0,17.0,70.0,,,230.0,,,,,,,5625.0
0.051,0.43,0.76,0.024,0.019,0.0,2.8,1.1,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,614.0,713.0,18.0,67.0,,,241.0,,,,,,,5625.0
0.067,0.13,0.94,0.017,0.026,0.0,2.9,1.4,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,546.0,658.0,18.0,65.0,,,222.0,,,,,,,5625.0
0.058,0.2,0.55,0.027,0.027,0.0,1.8,1.2,0.0,0.0,0.0,0.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,464.0,578.0,23.0,71.0,,,205.0,,,,,,,5625.0
0.125,0.39,0.88,0.025,0.028,0.0,2.5,1.4,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,646.0,737.0,18.0,63.0,,,253.0,,,,,,,5625.0
0.053,0.3,0.84,0.019,0.012,0.0,2.1,1.3,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,536.0,652.0,20.0,73.0,,,220.0,,,,,,,5625.0
0.075,0.35,0.8,0.02,0.017,0.0,2.3,1.5,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,546.0,648.0,18.0,17.0,,,220.0,,,,,,,5625.0
0.065,0.39,0.77,0.029,0.016,0.0,2.4,1.4,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,581.0,693.0,20.0,69.0,,,230.0,,,,,,,5625.0
0.061,0.32,0.27,0.022,0.016,0.0,2.2,1.2,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,537.0,648.0,22.0,65.0,,,220.0,,,,,,,5625.0
0.043,0.34,0.45,0.019,0.017,0.0,2.2,1.4,0.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,527.0,635.0,20.0,67.0,,,219.0,,,,,,,5625.0
0.066,0.41,0.67,0.018,0.029,0.0,2.5,1.2,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,561.0,666.0,20.0,68.0,,,226.0,,,,,,,5625.0
0.1,0.44,0.8,0.021,0.02,0.0,2.5,1.2,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,576.0,678.0,17.0,70.0,,,230.0,,,,,,,5625.0
0.044,0.04,0.45,0.014,0.017,0.0,2.3,0.0,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,392.0,524.0,22.0,67.0,,,182.0,,,,,,,5625.0
0.05,0.07,0.48,0.007,0.018,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,473.0,578.0,21.0,71.0,,,199.0,,,,,,,5625.0
